station_origin,station_destination,flows,prodsimest1,prodsimest4,prodsimest5,prodsimest6
Abbey Road,Bank and Monument,0,141,154,95,50
Abbey Road,Canary Wharf,1,116,71,95,62
Abbey Road,Stratford,285,125,137,190,259
Acton Central,Euston,17,80,80,82,73
Acton Central,Stratford,11,203,203,159,103
Acton Town,Bank and Monument,66,155,157,145,125
Acton Town,Bond Street,27,53,54,55,53
Acton Town,Canary Wharf,57,120,69,99,75
Acton Town,Euston,14,44,45,43,39
Acton Town,Green Park,79,66,67,70,72
Acton Town,Liverpool Street,55,126,128,115,96
Acton Town,Oxford Circus,38,99,100,102,100
Acton Town,Stratford,10,114,115,90,63
Acton Town,Warren Street,25,45,46,45,42
Acton Town,Waterloo,32,58,59,59,55
Acton Town,Westminster,33,42,42,43,42
Aldgate,Bank and Monument,5,133,135,215,316
Aldgate,Bond Street,13,40,40,35,25
Aldgate,Canary Wharf,1,93,53,79,54
Aldgate,Euston,4,34,34,32,25
Aldgate,Green Park,3,49,50,44,32
Aldgate,Liverpool Street,67,115,116,247,511
Aldgate,Oxford Circus,15,74,76,68,50
Aldgate,Stratford,6,88,89,72,47
Aldgate,Warren Street,0,34,35,31,23
Aldgate,Waterloo,3,45,46,48,42
Aldgate,Westminster,14,32,32,31,25
Aldgate East,Bank and Monument,95,143,145,220,315
Aldgate East,Bond Street,39,43,44,38,28
Aldgate East,Canary Wharf,3,103,59,99,81
Aldgate East,Euston,13,37,37,35,28
Aldgate East,Green Park,46,53,54,47,35
Aldgate East,Liverpool Street,47,122,123,236,446
Aldgate East,Oxford Circus,50,81,82,74,56
Aldgate East,Stratford,82,97,99,89,68
Aldgate East,Warren Street,3,37,38,34,26
Aldgate East,Waterloo,49,49,50,51,46
Aldgate East,Westminster,100,34,35,33,27
All Saints,Bank and Monument,93,168,184,126,80
All Saints,Canary Wharf,67,149,92,208,277
All Saints,Stratford,258,131,143,114,86
Alperton,Bank and Monument,7,78,79,74,67
Alperton,Bond Street,1,27,27,27,27
Alperton,Canary Wharf,7,60,35,52,42
Alperton,Euston,2,22,22,22,20
Alperton,Green Park,22,33,33,34,35
Alperton,Liverpool Street,4,63,64,59,52
Alperton,Oxford Circus,3,49,50,50,50
Alperton,Stratford,2,57,58,48,37
Alperton,Warren Street,1,23,23,23,22
Alperton,Waterloo,3,29,30,29,28
Alperton,Westminster,4,21,21,21,21
Amersham,Bank and Monument,14,56,57,55,53
Amersham,Bond Street,11,19,19,19,20
Amersham,Canary Wharf,54,44,25,41,37
Amersham,Green Park,15,23,24,23,23
Amersham,Liverpool Street,57,45,46,44,43
Amersham,Oxford Circus,15,35,36,36,36
Amersham,Stratford,4,42,43,39,36
Amersham,Warren Street,0,16,16,16,16
Amersham,Waterloo,15,21,21,21,20
Amersham,Westminster,27,15,15,15,14
Angel,Bank and Monument,591,180,183,221,256
Angel,Bond Street,13,59,60,64,63
Angel,Canary Wharf,96,131,75,106,74
Angel,Euston,133,52,53,77,111
Angel,Green Park,71,72,73,74,70
Angel,Liverpool Street,19,148,150,190,234
Angel,Oxford Circus,131,111,112,127,135
Angel,Stratford,29,124,126,96,64
Angel,Warren Street,16,53,53,70,90
Angel,Waterloo,80,64,65,63,56
Angel,Westminster,25,45,46,45,40
Archway,Bank and Monument,336,237,240,241,234
Archway,Bond Street,48,82,83,95,108
Archway,Canary Wharf,51,179,103,150,116
Archway,Euston,185,71,72,97,135
Archway,Green Park,68,100,101,112,123
Archway,Liverpool Street,40,193,196,200,198
Archway,Oxford Circus,122,153,155,183,217
Archway,Stratford,10,172,174,140,105
Archway,Warren Street,239,72,73,94,123
Archway,Waterloo,209,88,89,93,95
Archway,Westminster,35,63,63,66,67
Arnos Grove,Bank and Monument,87,130,132,132,131
Arnos Grove,Bond Street,20,44,45,46,46
Arnos Grove,Canary Wharf,37,100,58,91,79
Arnos Grove,Euston,33,37,38,41,46
Arnos Grove,Green Park,58,54,55,55,55
Arnos Grove,Liverpool Street,47,106,108,109,109
Arnos Grove,Oxford Circus,109,82,83,86,89
Arnos Grove,Stratford,27,98,99,95,90
Arnos Grove,Warren Street,53,38,39,42,45
Arnos Grove,Waterloo,30,48,49,48,47
Arnos Grove,Westminster,19,34,35,34,34
Arsenal,Bank and Monument,73,94,95,96,91
Arsenal,Bond Street,13,32,32,34,34
Arsenal,Canary Wharf,12,70,40,57,41
Arsenal,Euston,13,27,28,35,43
Arsenal,Green Park,47,39,39,40,39
Arsenal,Liverpool Street,45,76,78,80,78
Arsenal,Oxford Circus,36,59,60,66,69
Arsenal,Stratford,3,69,70,60,48
Arsenal,Warren Street,18,28,28,34,39
Arsenal,Waterloo,38,34,35,35,32
Arsenal,Westminster,9,24,25,25,23
Baker Street,Bank and Monument,88,302,306,284,233
Baker Street,Bond Street,39,113,114,177,268
Baker Street,Canary Wharf,687,226,129,162,96
Baker Street,Euston,1,89,90,106,116
Baker Street,Green Park,135,133,134,171,205
Baker Street,Liverpool Street,580,246,249,231,190
Baker Street,Oxford Circus,92,209,212,325,488
Baker Street,Stratford,49,215,218,148,84
Baker Street,Warren Street,2,92,94,117,137
Baker Street,Waterloo,163,115,116,122,116
Baker Street,Westminster,180,82,83,89,86
Balham,Bank and Monument,1110,424,430,460,481
Balham,Bond Street,45,142,144,148,149
Balham,Canary Wharf,347,322,185,294,250
Balham,Euston,110,117,119,115,108
Balham,Green Park,205,175,178,193,206
Balham,Liverpool Street,73,342,347,358,359
Balham,Oxford Circus,394,263,267,277,280
Balham,Stratford,88,305,310,258,201
Balham,Warren Street,166,120,122,121,116
Balham,Waterloo,204,159,161,183,207
Balham,Westminster,25,112,113,124,133
Bank and Monument,Bond Street,496,394,400,365,269
Bank and Monument,Canary Wharf,2339,911,522,800,553
Bank and Monument,Euston,508,329,333,307,228
Bank and Monument,Green Park,97,484,491,459,348
Bank and Monument,Liverpool Street,1138,1096,1111,2091,3655
Bank and Monument,Oxford Circus,852,738,748,721,565
Bank and Monument,Stratford,272,851,863,650,379
Bank and Monument,Warren Street,65,338,343,321,243
Bank and Monument,Waterloo,1561,455,461,547,550
Bank and Monument,Westminster,183,315,320,336,293
Barbican,Bank and Monument,26,56,57,88,121
Barbican,Bond Street,4,17,17,15,11
Barbican,Canary Wharf,7,39,22,32,21
Barbican,Euston,1,15,15,17,16
Barbican,Green Park,18,21,21,18,13
Barbican,Liverpool Street,90,47,48,81,128
Barbican,Oxford Circus,13,32,32,30,23
Barbican,Stratford,23,37,38,29,17
Barbican,Warren Street,0,15,15,16,14
Barbican,Waterloo,5,19,20,20,17
Barbican,Westminster,7,13,14,13,10
Barking,Bank and Monument,75,327,332,351,365
Barking,Bond Street,40,108,109,102,91
Barking,Canary Wharf,36,263,151,314,371
Barking,Euston,14,90,92,88,81
Barking,Green Park,11,132,134,125,113
Barking,Liverpool Street,197,267,271,293,314
Barking,Oxford Circus,110,200,203,192,175
Barking,Stratford,89,260,263,353,490
Barking,Warren Street,5,92,94,88,81
Barking,Waterloo,48,119,121,119,114
Barking,Westminster,71,84,86,82,77
Barkingside,Bank and Monument,76,61,62,64,64
Barkingside,Bond Street,19,20,21,19,17
Barkingside,Canary Wharf,48,49,28,53,57
Barkingside,Euston,5,17,17,16,15
Barkingside,Green Park,8,25,25,24,22
Barkingside,Liverpool Street,111,50,51,53,55
Barkingside,Oxford Circus,29,38,38,36,33
Barkingside,Stratford,211,48,49,62,80
Barkingside,Warren Street,3,17,18,17,15
Barkingside,Waterloo,30,22,23,22,21
Barkingside,Westminster,10,16,16,15,14
Barons Court,Bank and Monument,106,168,170,154,123
Barons Court,Bond Street,47,58,59,63,61
Barons Court,Canary Wharf,127,128,73,100,66
Barons Court,Euston,23,48,49,47,41
Barons Court,Green Park,247,72,73,84,89
Barons Court,Liverpool Street,100,136,138,120,92
Barons Court,Oxford Circus,71,108,110,118,115
Barons Court,Stratford,17,121,123,88,54
Barons Court,Warren Street,40,49,50,50,45
Barons Court,Waterloo,23,64,64,66,61
Barons Court,Westminster,32,46,46,49,48
Bayswater,Bank and Monument,27,69,70,63,51
Bayswater,Bond Street,1,25,25,31,37
Bayswater,Canary Wharf,5,52,30,39,25
Bayswater,Euston,0,20,20,21,20
Bayswater,Green Park,6,30,30,33,35
Bayswater,Liverpool Street,8,56,57,49,38
Bayswater,Oxford Circus,8,46,46,54,60
Bayswater,Stratford,0,50,50,35,21
Bayswater,Warren Street,0,21,21,22,22
Bayswater,Waterloo,6,26,26,25,23
Bayswater,Westminster,112,19,19,19,18
Beckton,Bank and Monument,83,268,291,231,187
Beckton,Canary Wharf,24,218,134,223,221
Beckton,Stratford,0,209,227,209,201
Beckton Park,Bank and Monument,25,73,80,59,41
Beckton Park,Canary Wharf,3,60,37,60,55
Beckton Park,Stratford,0,57,62,56,49
Becontree,Bank and Monument,43,102,103,106,107
Becontree,Bond Street,19,34,34,32,28
Becontree,Canary Wharf,52,81,47,92,103
Becontree,Euston,5,28,29,27,25
Becontree,Green Park,12,41,42,39,35
Becontree,Liverpool Street,40,83,84,88,91
Becontree,Oxford Circus,18,62,63,59,54
Becontree,Stratford,68,80,81,100,125
Becontree,Warren Street,2,29,29,27,25
Becontree,Waterloo,24,37,38,37,34
Becontree,Westminster,18,26,27,25,23
Belsize Park,Bank and Monument,276,121,123,121,115
Belsize Park,Bond Street,7,42,43,49,55
Belsize Park,Canary Wharf,17,92,53,74,54
Belsize Park,Euston,81,37,37,53,77
Belsize Park,Green Park,42,51,52,58,63
Belsize Park,Liverpool Street,30,99,100,101,98
Belsize Park,Oxford Circus,54,79,80,96,114
Belsize Park,Stratford,2,88,89,69,49
Belsize Park,Warren Street,98,37,38,50,68
Belsize Park,Waterloo,72,45,46,47,47
Belsize Park,Westminster,7,32,33,34,34
Bermondsey,Bank and Monument,51,226,230,311,412
Bermondsey,Bond Street,251,71,72,68,59
Bermondsey,Canary Wharf,937,176,101,223,269
Bermondsey,Euston,39,59,60,55,45
Bermondsey,Green Park,188,88,89,89,83
Bermondsey,Liverpool Street,4,180,183,223,261
Bermondsey,Oxford Circus,48,133,135,132,118
Bermondsey,Stratford,224,157,159,137,106
Bermondsey,Warren Street,44,61,62,58,49
Bermondsey,Waterloo,326,82,83,101,118
Bermondsey,Westminster,147,57,58,65,69
Bethnal Green,Bank and Monument,335,291,294,396,532
Bethnal Green,Bond Street,213,91,92,85,73
Bethnal Green,Canary Wharf,55,212,121,195,165
Bethnal Green,Euston,26,77,78,77,72
Bethnal Green,Green Park,55,112,113,106,92
Bethnal Green,Liverpool Street,293,242,246,374,584
Bethnal Green,Oxford Circus,382,170,172,164,145
Bethnal Green,Stratford,507,213,216,246,272
Bethnal Green,Warren Street,13,78,79,76,68
Bethnal Green,Waterloo,306,103,104,110,110
Bethnal Green,Westminster,35,72,73,73,68
Blackfriars,Bank and Monument,841,298,,,
Blackfriars,Bond Street,24,91,,,
Blackfriars,Canary Wharf,28,204,,,
Blackfriars,Euston,17,75,,,
Blackfriars,Green Park,34,113,,,
Blackfriars,Liverpool Street,110,232,,,
Blackfriars,Oxford Circus,34,171,,,
Blackfriars,Stratford,32,192,,,
Blackfriars,Warren Street,7,78,,,
Blackfriars,Waterloo,22,105,,,
Blackfriars,Westminster,515,74,,,
Blackhorse Road,Bank and Monument,62,347,352,353,339
Blackhorse Road,Bond Street,29,117,119,117,111
Blackhorse Road,Canary Wharf,53,266,153,236,191
Blackhorse Road,Euston,213,99,100,107,111
Blackhorse Road,Green Park,162,142,144,141,131
Blackhorse Road,Liverpool Street,23,284,288,297,295
Blackhorse Road,Oxford Circus,404,217,220,222,214
Blackhorse Road,Stratford,0,260,264,252,228
Blackhorse Road,Warren Street,288,101,102,107,109
Blackhorse Road,Waterloo,71,127,129,124,113
Blackhorse Road,Westminster,41,90,92,88,80
Blackwall,Bank and Monument,537,217,238,161,100
Blackwall,Canary Wharf,4,194,120,269,354
Blackwall,Stratford,9,167,183,134,91
Bond Street,Bank and Monument,166,84,85,80,63
Bond Street,Canary Wharf,286,62,35,43,23
Bond Street,Euston,5,25,25,33,37
Bond Street,Green Park,23,39,39,67,107
Bond Street,Liverpool Street,136,67,68,60,44
Bond Street,Oxford Circus,5,62,63,146,337
Bond Street,Stratford,48,59,59,37,18
Bond Street,Warren Street,2,26,27,38,51
Bond Street,Waterloo,79,32,32,36,35
Bond Street,Westminster,48,23,23,28,31
Borough,Bank and Monument,74,63,64,103,157
Borough,Bond Street,3,19,19,18,14
Borough,Canary Wharf,23,44,25,39,28
Borough,Euston,68,16,16,14,10
Borough,Green Park,10,24,24,24,20
Borough,Liverpool Street,19,49,50,66,80
Borough,Oxford Circus,33,36,36,34,28
Borough,Stratford,23,41,42,31,19
Borough,Warren Street,12,16,16,15,11
Borough,Waterloo,22,22,23,30,36
Borough,Westminster,2,15,16,18,19
Boston Manor,Bank and Monument,18,53,53,50,45
Boston Manor,Bond Street,6,18,18,18,18
Boston Manor,Canary Wharf,18,41,23,35,28
Boston Manor,Euston,5,15,15,15,14
Boston Manor,Green Park,25,22,23,23,24
Boston Manor,Liverpool Street,10,43,43,40,35
Boston Manor,Oxford Circus,9,33,34,34,34
Boston Manor,Stratford,3,39,39,32,24
Boston Manor,Warren Street,10,15,16,15,15
Boston Manor,Waterloo,4,20,20,20,19
Boston Manor,Westminster,9,14,14,14,14
Bounds Green,Bank and Monument,98,188,190,191,188
Bounds Green,Bond Street,30,64,65,66,67
Bounds Green,Canary Wharf,46,144,83,130,111
Bounds Green,Euston,53,54,55,61,67
Bounds Green,Green Park,88,78,79,79,79
Bounds Green,Liverpool Street,66,153,155,157,157
Bounds Green,Oxford Circus,167,118,120,125,129
Bounds Green,Stratford,29,141,143,137,128
Bounds Green,Warren Street,93,55,56,61,66
Bounds Green,Waterloo,49,69,70,70,68
Bounds Green,Westminster,28,49,50,50,48
Bow Church,Bank and Monument,3,380,415,289,194
Bow Church,Canary Wharf,289,321,198,351,362
Bow Church,Stratford,361,320,349,420,541
Bow Road,Bank and Monument,193,175,178,207,231
Bow Road,Bond Street,65,56,57,51,41
Bow Road,Canary Wharf,0,136,78,145,145
Bow Road,Euston,11,47,48,45,39
Bow Road,Green Park,15,69,70,63,52
Bow Road,Liverpool Street,181,144,146,181,217
Bow Road,Oxford Circus,96,105,106,97,81
Bow Road,Stratford,31,138,140,196,274
Bow Road,Warren Street,4,48,49,45,38
Bow Road,Waterloo,36,63,64,63,58
Bow Road,Westminster,70,44,45,43,37
Brent Cross,Bank and Monument,98,70,71,69,66
Brent Cross,Bond Street,10,24,24,26,27
Brent Cross,Canary Wharf,25,53,31,46,37
Brent Cross,Euston,36,20,21,24,29
Brent Cross,Green Park,23,29,30,31,32
Brent Cross,Liverpool Street,19,57,58,57,55
Brent Cross,Oxford Circus,38,44,45,49,54
Brent Cross,Stratford,8,51,52,43,34
Brent Cross,Warren Street,32,21,21,24,28
Brent Cross,Waterloo,43,26,26,26,26
Brent Cross,Westminster,5,18,19,19,19
Brentwood,Liverpool Street,532,952,952,844,686
Brentwood,Stratford,850,904,904,892,824
Brixton,Bank and Monument,666,980,993,1112,1237
Brixton,Bond Street,201,327,332,354,372
Brixton,Canary Wharf,399,739,423,672,573
Brixton,Euston,590,269,272,269,258
Brixton,Green Park,1159,405,411,470,535
Brixton,Liverpool Street,215,789,800,854,896
Brixton,Oxford Circus,2411,607,616,663,702
Brixton,Stratford,160,697,707,580,445
Brixton,Warren Street,1057,277,281,284,281
Brixton,Waterloo,130,369,374,457,565
Brixton,Westminster,104,259,262,302,348
Bromley-by-Bow,Bank and Monument,109,111,113,126,136
Bromley-by-Bow,Bond Street,37,36,36,32,26
Bromley-by-Bow,Canary Wharf,8,88,51,105,118
Bromley-by-Bow,Euston,5,30,31,28,24
Bromley-by-Bow,Green Park,14,44,44,40,33
Bromley-by-Bow,Liverpool Street,153,91,92,109,124
Bromley-by-Bow,Oxford Circus,53,67,68,61,51
Bromley-by-Bow,Stratford,30,90,91,142,227
Bromley-by-Bow,Warren Street,4,31,31,28,24
Bromley-by-Bow,Waterloo,24,40,41,40,36
Bromley-by-Bow,Westminster,32,28,29,27,23
Brondesbury,Stratford,41,352,352,267,155
Brondesbury Park,Stratford,18,111,111,86,54
Bruce Grove,Liverpool Street,312,303,303,267,190
Bruce Grove,Stratford,0,277,277,225,145
Buckhurst Hill,Bank and Monument,146,77,78,80,81
Buckhurst Hill,Bond Street,36,25,26,24,22
Buckhurst Hill,Canary Wharf,58,61,35,67,72
Buckhurst Hill,Euston,4,21,22,21,19
Buckhurst Hill,Green Park,12,31,32,30,27
Buckhurst Hill,Liverpool Street,197,63,64,67,69
Buckhurst Hill,Oxford Circus,54,47,48,45,41
Buckhurst Hill,Stratford,261,61,62,79,104
Buckhurst Hill,Warren Street,6,22,22,21,19
Buckhurst Hill,Waterloo,15,28,29,28,26
Buckhurst Hill,Westminster,12,20,20,19,18
Burnt Oak,Bank and Monument,168,139,141,139,134
Burnt Oak,Bond Street,15,47,48,50,52
Burnt Oak,Canary Wharf,19,107,61,96,81
Burnt Oak,Euston,58,40,41,45,51
Burnt Oak,Green Park,27,58,59,61,62
Burnt Oak,Liverpool Street,24,113,115,114,111
Burnt Oak,Oxford Circus,39,88,89,95,100
Burnt Oak,Stratford,14,102,104,90,75
Burnt Oak,Warren Street,73,41,41,46,50
Burnt Oak,Waterloo,72,51,52,52,52
Burnt Oak,Westminster,12,37,37,37,37
Bush Hill Park,Liverpool Street,461,361,361,349,304
Bush Hill Park,Stratford,0,332,332,303,246
Bushey,Euston,3,20,20,19,15
Bushey,Stratford,1,51,51,43,29
Caledonian Road,Bank and Monument,96,120,122,127,125
Caledonian Road,Bond Street,20,41,42,45,48
Caledonian Road,Canary Wharf,22,90,51,72,51
Caledonian Road,Euston,18,36,36,50,71
Caledonian Road,Green Park,64,50,50,53,54
Caledonian Road,Liverpool Street,72,98,100,106,108
Caledonian Road,Oxford Circus,48,77,78,89,99
Caledonian Road,Stratford,10,86,87,68,48
Caledonian Road,Warren Street,17,36,37,47,61
Caledonian Road,Waterloo,50,44,45,46,44
Caledonian Road,Westminster,15,31,32,32,31
Caledonian Road & Barnsbury,Stratford,127,90,90,76,49
Cambridge Heath,Liverpool Street,118,93,93,111,121
Cambridge Heath,Stratford,0,83,83,78,65
Camden Road,Stratford,212,183,183,167,133
Camden Town,Bank and Monument,287,137,139,138,125
Camden Town,Bond Street,13,48,49,60,70
Camden Town,Canary Wharf,47,103,59,79,52
Camden Town,Euston,46,44,44,81,155
Camden Town,Green Park,47,58,59,69,76
Camden Town,Liverpool Street,33,112,114,115,108
Camden Town,Oxford Circus,41,91,92,121,154
Camden Town,Stratford,10,98,99,73,47
Camden Town,Warren Street,28,43,44,70,114
Camden Town,Waterloo,126,51,52,55,53
Camden Town,Westminster,17,36,37,39,38
Canada Water,Bank and Monument,117,1109,1125,1418,1738
Canada Water,Bond Street,958,353,358,336,289
Canada Water,Canary Wharf,4030,904,519,1379,2086
Canada Water,Euston,99,292,297,270,224
Canada Water,Green Park,716,436,442,437,400
Canada Water,Liverpool Street,0,888,901,1052,1175
Canada Water,Oxford Circus,161,658,667,645,576
Canada Water,Stratford,1215,794,805,767,672
Canada Water,Warren Street,115,301,305,285,243
Canada Water,Waterloo,1086,404,410,475,528
Canada Water,Westminster,786,283,287,311,318
Canary Wharf,Bank and Monument,2643,517,,,
Canary Wharf,Bond Street,541,166,,,
Canary Wharf,Canary Wharf,0,2128,,,
Canary Wharf,Euston,58,138,,,
Canary Wharf,Green Park,721,203,,,
Canary Wharf,Liverpool Street,6,416,,,
Canary Wharf,Oxford Circus,73,308,,,
Canary Wharf,Stratford,657,391,,,
Canary Wharf,Warren Street,81,142,,,
Canary Wharf,Waterloo,733,186,,,
Canary Wharf,Westminster,429,131,,,
Canning Town,Bank and Monument,421,841,854,922,922
Canning Town,Bond Street,685,273,277,243,190
Canning Town,Canary Wharf,1258,717,411,1171,1889
Canning Town,Euston,59,227,231,203,159
Canning Town,Green Park,645,334,339,300,237
Canning Town,Liverpool Street,75,679,690,716,685
Canning Town,Oxford Circus,137,507,515,461,369
Canning Town,Stratford,1727,679,689,1036,1539
Canning Town,Warren Street,93,233,237,210,166
Canning Town,Waterloo,979,304,308,294,254
Canning Town,Westminster,482,214,217,201,166
Cannon Street,Bank and Monument,53,195,,,
Cannon Street,Bond Street,7,53,,,
Cannon Street,Canary Wharf,0,121,,,
Cannon Street,Euston,1,44,,,
Cannon Street,Green Park,24,65,,,
Cannon Street,Liverpool Street,74,143,,,
Cannon Street,Oxford Circus,18,98,,,
Cannon Street,Stratford,13,113,,,
Cannon Street,Warren Street,25,45,,,
Cannon Street,Waterloo,4,60,,,
Cannon Street,Westminster,115,42,,,
Canonbury,Stratford,290,390,390,361,267
Canons Park,Bank and Monument,39,103,105,101,94
Canons Park,Bond Street,111,35,36,38,39
Canons Park,Canary Wharf,163,80,46,71,60
Canons Park,Euston,0,29,30,30,30
Canons Park,Green Park,52,43,44,45,45
Canons Park,Liverpool Street,68,84,85,82,77
Canons Park,Oxford Circus,26,66,67,70,72
Canons Park,Stratford,26,77,78,69,59
Canons Park,Warren Street,0,30,31,31,31
Canons Park,Waterloo,53,38,39,39,37
Canons Park,Westminster,55,27,28,27,27
Carpenders Park,Euston,97,110,110,106,92
Carpenders Park,Stratford,2,287,287,237,172
Chadwell Heath,Liverpool Street,1233,1690,1690,1403,1031
Chadwell Heath,Stratford,2112,1640,1640,1690,1609
Chalfont & Latimer,Bank and Monument,7,50,51,49,46
Chalfont & Latimer,Bond Street,14,17,17,17,17
Chalfont & Latimer,Canary Wharf,38,39,23,36,32
Chalfont & Latimer,Green Park,12,21,21,21,21
Chalfont & Latimer,Liverpool Street,48,41,42,40,38
Chalfont & Latimer,Oxford Circus,17,32,32,32,32
Chalfont & Latimer,Stratford,6,38,38,35,31
Chalfont & Latimer,Warren Street,0,15,15,15,14
Chalfont & Latimer,Waterloo,9,19,19,18,18
Chalfont & Latimer,Westminster,16,13,13,13,13
Chalk Farm,Bank and Monument,194,105,106,104,96
Chalk Farm,Bond Street,11,37,37,43,49
Chalk Farm,Canary Wharf,26,79,45,62,43
Chalk Farm,Euston,65,32,33,50,80
Chalk Farm,Green Park,37,44,45,50,55
Chalk Farm,Liverpool Street,26,85,87,87,82
Chalk Farm,Oxford Circus,47,68,69,86,104
Chalk Farm,Stratford,4,75,76,57,39
Chalk Farm,Warren Street,66,32,33,47,67
Chalk Farm,Waterloo,88,39,40,41,40
Chalk Farm,Westminster,10,28,28,29,28
Chancery Lane,Bank and Monument,174,51,52,71,90
Chancery Lane,Bond Street,68,17,17,20,21
Chancery Lane,Canary Wharf,2,36,21,29,19
Chancery Lane,Euston,5,14,14,16,16
Chancery Lane,Green Park,13,21,21,25,27
Chancery Lane,Liverpool Street,107,41,41,48,51
Chancery Lane,Oxford Circus,88,32,32,41,49
Chancery Lane,Stratford,62,34,35,24,14
Chancery Lane,Warren Street,3,14,15,18,20
Chancery Lane,Waterloo,7,18,19,21,21
Chancery Lane,Westminster,5,13,13,15,15
Charing Cross,Bank and Monument,17,272,275,290,259
Charing Cross,Bond Street,29,95,96,120,131
Charing Cross,Canary Wharf,45,197,113,138,75
Charing Cross,Euston,263,77,78,87,82
Charing Cross,Green Park,21,120,122,182,247
Charing Cross,Liverpool Street,31,217,220,210,166
Charing Cross,Oxford Circus,788,180,183,259,329
Charing Cross,Stratford,36,186,188,119,57
Charing Cross,Warren Street,569,81,82,99,105
Charing Cross,Waterloo,93,110,111,180,270
Charing Cross,Westminster,3,78,79,129,194
Chesham,Bank and Monument,2,47,48,46,45
Chesham,Bond Street,14,16,16,16,17
Chesham,Canary Wharf,19,37,21,35,32
Chesham,Green Park,18,20,20,20,20
Chesham,Liverpool Street,29,39,39,38,37
Chesham,Oxford Circus,12,30,30,30,31
Chesham,Stratford,3,36,36,33,31
Chesham,Warren Street,0,14,14,14,14
Chesham,Waterloo,11,18,18,17,17
Chesham,Westminster,27,12,13,12,12
Cheshunt,Liverpool Street,25,62,62,59,54
Chigwell,Bank and Monument,55,27,27,27,27
Chigwell,Bond Street,16,9,9,8,7
Chigwell,Canary Wharf,25,21,12,23,24
Chigwell,Euston,1,7,8,7,7
Chigwell,Green Park,3,11,11,10,9
Chigwell,Liverpool Street,68,22,22,23,23
Chigwell,Oxford Circus,13,17,17,16,14
Chigwell,Stratford,40,21,22,26,33
Chigwell,Warren Street,1,8,8,7,7
Chigwell,Waterloo,6,10,10,10,9
Chigwell,Westminster,4,7,7,7,6
Chingford,Liverpool Street,1119,436,436,447,447
Chingford,Stratford,0,401,401,389,365
Chiswick Park,Bank and Monument,49,57,58,53,45
Chiswick Park,Bond Street,8,20,20,20,20
Chiswick Park,Canary Wharf,24,44,25,36,26
Chiswick Park,Euston,6,16,16,16,14
Chiswick Park,Green Park,27,24,25,26,27
Chiswick Park,Liverpool Street,11,46,47,42,34
Chiswick Park,Oxford Circus,25,36,37,38,37
Chiswick Park,Stratford,1,42,42,32,22
Chiswick Park,Warren Street,7,17,17,17,15
Chiswick Park,Waterloo,5,21,22,22,20
Chiswick Park,Westminster,14,15,16,16,15
Chorleywood,Bank and Monument,7,50,51,48,46
Chorleywood,Bond Street,16,17,17,17,17
Chorleywood,Canary Wharf,35,39,22,36,31
Chorleywood,Green Park,22,21,21,21,20
Chorleywood,Liverpool Street,36,40,41,39,37
Chorleywood,Oxford Circus,16,31,32,32,32
Chorleywood,Stratford,3,37,38,34,31
Chorleywood,Warren Street,0,14,15,14,14
Chorleywood,Waterloo,10,18,19,18,18
Chorleywood,Westminster,17,13,13,13,13
Clapham Common,Bank and Monument,709,212,215,236,254
Clapham Common,Bond Street,19,71,72,75,76
Clapham Common,Canary Wharf,178,160,92,143,118
Clapham Common,Euston,49,58,59,57,53
Clapham Common,Green Park,114,88,89,100,110
Clapham Common,Liverpool Street,57,171,173,181,184
Clapham Common,Oxford Circus,157,131,133,141,144
Clapham Common,Stratford,43,151,153,123,91
Clapham Common,Warren Street,61,60,61,60,58
Clapham Common,Waterloo,133,80,81,97,116
Clapham Common,Westminster,8,56,57,64,71
Clapham Junction,Stratford,16,1159,1159,972,728
Clapham North,Bank and Monument,333,125,126,139,148
Clapham North,Bond Street,12,42,42,44,44
Clapham North,Canary Wharf,66,94,54,82,66
Clapham North,Euston,24,34,35,33,30
Clapham North,Green Park,43,52,52,59,64
Clapham North,Liverpool Street,23,100,102,106,106
Clapham North,Oxford Circus,71,77,78,82,83
Clapham North,Stratford,17,88,90,71,51
Clapham North,Warren Street,36,35,36,35,33
Clapham North,Waterloo,117,47,48,58,69
Clapham North,Westminster,6,33,33,38,42
Clapham South,Bank and Monument,896,287,292,315,332
Clapham South,Bond Street,41,96,98,101,102
Clapham South,Canary Wharf,274,218,125,196,164
Clapham South,Euston,84,79,80,78,72
Clapham South,Green Park,229,119,121,132,142
Clapham South,Liverpool Street,62,232,235,244,245
Clapham South,Oxford Circus,315,178,181,189,191
Clapham South,Stratford,39,206,209,171,130
Clapham South,Warren Street,123,81,83,82,78
Clapham South,Waterloo,186,108,109,127,146
Clapham South,Westminster,31,76,77,85,92
Clapton,Liverpool Street,987,304,304,349,387
Clapton,Stratford,0,276,276,278,265
Cockfosters,Bank and Monument,25,46,47,47,46
Cockfosters,Bond Street,9,16,16,16,16
Cockfosters,Canary Wharf,13,36,21,33,30
Cockfosters,Euston,10,13,13,14,15
Cockfosters,Green Park,24,19,19,19,19
Cockfosters,Liverpool Street,18,38,38,38,38
Cockfosters,Oxford Circus,46,29,30,30,31
Cockfosters,Stratford,7,35,35,34,33
Cockfosters,Warren Street,21,13,14,14,15
Cockfosters,Waterloo,7,17,17,17,17
Cockfosters,Westminster,9,12,12,12,12
Colindale,Bank and Monument,383,236,239,238,234
